59.50225989,69.03875969,58.82584,67.06180099,67.21845171,68.42399123,71.08258916,78.4924305,66.94051363
67.96331237,69.84394251,75.23412698,63.50327616,71.20505533,65.86668994,69.2682589,79.23364649,68.46163347
61.76109726,70.69194757,70.88664,66.20657057,66.54771188,61.51671733,65.2804365,72.86084289,63.16002975
60.56626214,78.1876588,78.1,67.54737631,68.06640283,58.95574861,63.23056063,73.00560142,65.23268235
46.32820513,71.07693727,51.46581059,56.99881313,60.9085213,56.33155216,62.25741746,62.11153634,60.11835459
48.8602459,72.02200957,57.12827789,56.69287146,65.88725413,58.3944655,63.60907966,73.77688647,65.77412955
55.11886792,66.75936884,42.09005329,72.95024378,69.07582815,57.70084187,69.09246482,75.10687481,63.88186025
61.01153846,70.76564551,57.17307692,63.86872286,72.88163077,57.25453532,66.43162791,75.68421676,68.28726096
58.49782135,60.6015748,47.92698413,65.06728138,73.2833581,63.09035034,69.58829268,72.15635995,66.88180851
53.76580796,70.69408034,44.98284734,70.64997363,65.5590459,56.471687,70.99709269,78.41494422,64.23085468
61.78119891,62.62485549,58.40599676,68.62067551,66.39579237,63.8599768,64.90078658,78.78281206,68.91568471
60.63349398,67.24919679,54.81666667,64.47858056,67.42412935,60.57157407,69.36235624,71.34779547,62.95445452
56.12307692,72.69633911,79.37770035,66.74863865,69.99570158,63.06833391,65.69702611,79.55947495,72.11024272
54.78198433,62.82050209,73.41992945,70.63817745,64.83883624,55.95543651,64.7448926,75.99258794,67.98218306
51.15035461,68.40719844,57.05533118,71.7981978,77.55204365,62.24230456,72.66665783,76.18795951,62.17123256
50.81222494,62.88566243,69.93782148,67.52407975,66.43587054,63.55234188,70.43256028,73.2278319,63.97989443
54.16857749,69.97014315,47.82595156,63.45861746,65.0882557,56.69098592,66.0936515,77.59368299,69.74853583
56.94779221,70.35319149,88.6,63.05374701,67.67720963,61.22971098,68.64804441,79.51214711,66.83833249
56.95463918,64.72359307,52.58737864,60.14313153,71.99706639,67.53130352,64.05177725,73.54110715,65.04520958
63.78056995,65.26007605,68.93138298,63.5013059,59.85326954,59.89009551,68.55947581,79.89565446,71.76381074
